	Fecha	Día de la Semana	Uds.V	Base	Impuestos	Neto	Venta/Uds	Docs	Venta/Doc
263	09/04/2024	2	78	6,900.0066	1,103.9934	8,004	102.61538462	21	381.14285714
264	08/04/2024	1	145	12,168.066	1,946.934	14,115	97.34482759	48	294.0625
265	07/04/2024	7	699	60,562.8876	9,690.1124	70,253	100.50500715	193	364.00518135
266	06/04/2024	6	854.026	76,776.6798	12,284.3002	89,060.98	104.28368691	273	326.23069597
267	05/04/2024	5	521	48,777.5072	7,804.4928	56,582	108.60268714	162	349.27160494
268	04/04/2024	4	761	80,683.5187	12,909.4813	93,593	122.9868594	254	368.47637795
269	03/04/2024	3	638.452	55,295.0861	8,847.1839	64,142.27	100.46529731	215	298.33613953
270	02/04/2024	2	650	47,249.9393	7,560.0607	54,810	84.32307692	175	313.2
271	01/04/2024	1	443.092	36,870.9801	5,899.4199	42,770.4	96.52713206	148	288.98918919
272	31/03/2024	7	637	66,227.5096	10,596.4904	76,824	120.60282575	192	400.125
273	30/03/2024	6	980.178	107,223.1843	17,155.7257	124,378.91	126.89420697	328	379.2039939
274	29/03/2024	5	1,135	107,999.8871	17,280.0629	125,279.95	110.37881057	337	371.75059347
275	28/03/2024	4	1,242.85	108,772.4129	17,403.5771	126,175.99	101.52149495	360	350.48886111
276	27/03/2024	3	511.312	45,033.5948	7,205.4252	52,239.02	102.16662234	183	285.45912568
277	26/03/2024	2	508.506	44,680.4815	7,148.9885	51,829.47	101.92499204	158	328.03462025
278	25/03/2024	1	438.206	48,460.0542	7,753.6458	56,213.7	128.28144754	128	439.16953125
279	24/03/2024	7	792.822	66,277.9283	10,604.4217	76,882.35	96.97302799	242	317.69566116
280	23/03/2024	6	711.826	72,851.1855	11,656.2045	84,507.39	118.71916732	230	367.42343478
281	22/03/2024	5	192.346	19,842.3607	3,174.7793	23,017.14	119.66529067	71	324.18507042
282	21/03/2024	4	282	21,307.1318	3,409.1382	24,716.27	87.64634752	67	368.89955224
283	20/03/2024	3	133.362	12,521.24	2,003.4	14,524.64	108.91138405	44	330.10545455
284	19/03/2024	2	214.23	17,384.4456	2,781.5544	20,166	94.13247444	55	366.65454545
285	18/03/2024	1	915.34	81,364.1624	13,018.3976	94,382.56	103.11202395	259	364.41142857
286	17/03/2024	7	967.216	107,815.712	17,250.508	125,066.22	129.30536716	279	448.26602151
287	16/03/2024	6	952.672	94,191.5546	15,070.7054	109,262.26	114.69032364	278	393.02971223
288	15/03/2024	5	554.106	49,446.1286	7,911.3614	57,357.49	103.51356961	173	331.54618497
289	14/03/2024	4	140.178	13,583.6489	2,173.4011	15,757.05	112.40743911	49	321.57244898
290	13/03/2024	3	91.796	8,897.325	1,423.575	10,320.9	112.43300362	32	322.528125
291	12/03/2024	2	367.602	26,465.2944	4,234.4856	30,699.78	83.51363703	91	337.36021978
292	11/03/2024	1	294	33,205.7233	5,312.9767	38,518.7	131.01598639	80	481.48375
293	10/03/2024	7	1,057.784	95,592.3411	15,294.8289	110,887.17	104.82969113	343	323.28620991
294	09/03/2024	6	1,059.35	104,109.7827	16,657.6573	120,767.44	114.00145372	338	357.30011834
295	08/03/2024	5	446.172	40,319.187	6,451.023	46,770.21	104.82551572	141	331.70361702
296	07/03/2024	4	311.37	28,925.6623	4,628.1777	33,553.84	107.76195523	93	360.79397849
297	06/03/2024	3	107.758	7,405.2918	1,184.8282	8,590.12	79.71677277	30	286.33733333
298	05/03/2024	2	126	16,686.2076	2,669.7924	19,356	153.61904762	46	420.7826087
299	04/03/2024	1	293.352	21,198.5747	3,391.7253	24,590.3	83.82523385	105	234.19333333
300	03/03/2024	7	1,263.412	112,955.7832	18,073.0368	131,028.82	103.71028611	418	313.46607656
301	02/03/2024	6	1,406.152	130,920.8859	20,947.3841	151,868.27	108.00274081	408	372.22615196
