	Fecha	Día de la Semana	Uds.V	Base	Impuestos	Neto	Venta/Uds	Docs	Venta/Doc
300	05/03/2024	2	111.08	8,586.7801	1,373.8599	9,960.64	89.67086784	33	301.83757576
301	04/03/2024	1	69	7,171.5602	1,147.4398	8,319	120.56521739	24	346.625
302	03/03/2024	7	813	98,278.4427	15,724.5573	114,003	140.22509225	199	572.87939698
303	02/03/2024	6	861.344	108,185.2786	17,309.5814	125,494.86	145.69656258	246	510.14170732
304	01/03/2024	5	655.22	68,681.4113	10,989.0287	79,670.44	121.593419	175	455.25965714
305	29/02/2024	4	57	4,555.1836	728.8164	5,284	92.70175439	18	293.55555556
306	28/02/2024	3	128.11	10,897.5503	1,743.6097	12,641.16	98.6742643	42	300.98
307	27/02/2024	2	308	75,856.042	11,352.958	87,209	283.1461039	10	8,720.9
308	26/02/2024	1	26.218	4,475.7598	483.0002	4,958.76	189.13570829	18	275.48666667
309	25/02/2024	7	788.2	82,788.8018	10,701.0482	93,489.85	118.6118371	300	311.63283333
310	24/02/2024	6	1,047.292	139,083.9975	17,320.8025	156,404.8	149.3421128	417	375.07146283
311	23/02/2024	5	650.046	69,269.2556	7,694.3844	76,963.64	118.39722112	277	277.84707581
312	22/02/2024	4	595.622	67,399.0608	5,049.6392	72,448.7	121.63536605	248	292.13185484
312			112,423.1115	16,593,228.9516	2,637,296.8684	19,230,525.82	171.0549153409617	24,122	797.2193773318962
